,temperature_2_m_above_gnd,relative_humidity_2_m_above_gnd,mean_sea_level_pressure_MSL,total_precipitation_sfc,snowfall_amount_sfc,total_cloud_cover_sfc,high_cloud_cover_high_cld_lay,medium_cloud_cover_mid_cld_lay,low_cloud_cover_low_cld_lay,shortwave_radiation_backwards_sfc,wind_speed_10_m_above_gnd,wind_direction_10_m_above_gnd,wind_speed_80_m_above_gnd,wind_direction_80_m_above_gnd,wind_speed_900_mb,wind_direction_900_mb,wind_gust_10_m_above_gnd,angle_of_incidence,zenith,azimuth
1708,13.2,78,1018.6,0.0,0.0,0.0,0,0,0,82.77,6.21,190.01,9.11,198.43,6.13,183.37,6.12,88.393262,73.175408,74.898198
1709,17.5,61,1018.2,0.0,0.0,0.0,0,0,0,256.32,5.09,188.13,6.57,189.46,5.45,187.59,7.2,74.679251,62.039167,83.868089
1710,20.97,48,1017.5,0.0,0.0,0.0,0,0,0,434.32,5.4,216.87,5.9,217.57,5.4,216.87,6.48,61.277529,50.701733,93.54439
1711,23.08,38,1017.4,0.0,0.0,0.6,2,0,0,598.08,6.41,231.84,6.92,231.34,6.13,229.76,9.0,48.537243,39.51342,105.28671
1712,24.49,32,1016.9,0.0,0.0,0.3,1,0,0,728.91,9.18,228.18,9.93,226.47,9.18,228.18,12.96,37.216502,29.117554,121.96183
1713,25.5,29,1016.4,0.0,0.0,9.0,0,0,9,833.04,8.91,226.64,8.91,223.36,8.4,223.26,12.24,29.074248,21.152553,149.43553
1714,26.62,26,1016.9,0.0,0.0,0.0,0,0,0,908.69,5.19,236.31,5.62,230.19,5.35,227.73,6.84,27.056322,19.059889,189.70977
1715,27.29,25,1016.5,0.0,0.0,3.0,0,0,3,915.81,3.6,270.0,3.62,264.29,3.32,257.47,6.84,32.272247,24.332599,225.06913
1716,26.69,26,1016.3,0.0,0.0,10.0,0,10,10,833.04,5.9,307.57,5.12,309.29,4.61,308.66,6.48,42.197599,33.732311,246.66992
1717,26.54,26,1015.6,0.0,0.0,10.0,0,10,10,384.48,7.65,318.81,7.2,323.13,6.7,323.75,7.56,54.312909,44.606905,260.55728
1718,26.41,26,1015.8,0.0,0.0,10.0,0,10,10,332.86,8.21,322.13,7.7,322.59,7.2,323.13,7.2,67.416618,55.911796,271.11927
1719,26.21,25,1015.9,0.0,0.0,10.0,0,10,10,259.88,9.89,326.89,9.69,328.67,9.2,329.42,8.64,80.990119,67.186576,280.35194
1720,25.94,25,1015.7,0.0,0.0,0.0,0,0,0,239.41,13.04,332.02,14.49,333.43,13.36,332.74,11.16,92.465507,76.348101,287.77915
1721,12.95,57,1020.5,0.0,0.0,0.0,0,0,0,0.0,10.04,194.53,9.16,225.0,11.72,190.62,7.92,116.08311,93.590895,55.921251
1722,13.39,54,1020.8,0.0,0.0,0.0,0,0,0,0.0,11.11,204.9,14.65,207.82,12.57,203.63,11.52,102.21591,83.710192,65.722332
1723,16.26,48,1020.3,0.0,0.0,0.0,0,0,0,83.66,11.84,199.54,20.88,180.0,10.83,195.42,6.48,88.44174,73.126248,74.769041
1724,20.07,42,1020.1,0.0,0.0,0.0,0,0,0,255.43,14.47,185.71,18.03,183.43,15.52,183.99,7.92,74.740376,61.995004,83.726104
1725,22.97,36,1019.8,0.0,0.0,0.0,0,0,0,432.54,11.25,172.65,12.37,171.63,11.25,172.65,7.56,61.352848,50.658409,93.382064
1726,25.38,30,1019.3,0.0,0.0,0.0,0,0,0,598.08,10.16,157.07,11.17,159.23,10.83,158.55,9.72,48.629599,39.464569,105.09263
1727,26.63,27,1018.7,0.0,0.0,0.0,0,0,0,736.03,13.55,163.01,14.93,164.62,14.59,164.25,12.24,37.329154,29.052068,121.72554
1728,27.27,26,1018.3,0.0,0.0,10.0,0,10,10,800.11,16.52,163.54,17.56,164.54,16.77,165.07,13.32,29.20339,21.053908,149.19985
1729,28.0,22,1018.7,0.0,0.0,10.0,0,10,10,854.4,14.33,168.41,15.33,170.54,14.62,170.07,14.76,27.17495,18.931826,189.64903
1730,28.45,21,1018.2,0.0,0.0,10.0,0,10,0,867.75,12.41,163.14,13.1,164.05,12.31,164.74,11.88,32.351838,24.209078,225.17011
1731,27.38,23,1018.3,0.0,0.0,10.0,0,10,0,488.61,10.59,162.18,11.53,165.53,10.83,164.58,10.08,42.239759,33.62159,246.79592
1732,28.28,22,1017.8,0.0,0.0,10.0,0,10,0,371.13,10.74,166.43,11.37,169.05,10.59,170.22,9.0,54.328521,44.502952,260.67059
1733,28.29,21,1017.7,0.0,0.0,10.0,0,10,0,612.32,11.53,165.53,12.22,166.37,11.53,165.53,9.0,67.4313,55.824161,271.22803
1734,27.9,22,1017.6,0.0,0.0,10.0,0,10,0,501.07,9.96,167.47,10.39,165.96,9.61,167.01,7.92,80.993794,67.099601,280.45071
1735,27.29,22,1017.0,0.0,0.0,10.0,0,10,0,339.09,9.9,160.91,11.04,160.97,10.25,161.57,10.8,91.996634,75.899097,287.56987
1736,14.42,45,1020.6,0.0,0.0,0.0,0,0,0,0.0,27.4,170.17,42.22,168.69,29.59,170.19,34.2,116.10497,93.524596,55.81043
1737,14.5,46,1021.1,0.0,0.0,10.0,0,10,10,0.0,27.4,170.17,41.09,168.89,28.88,169.95,34.56,102.25415,83.659203,65.605489
1738,16.14,43,1020.9,0.0,0.0,0.0,0,0,0,76.54,28.17,169.7,39.25,168.9,29.24,170.07,34.2,88.490961,73.082186,74.644305
1739,17.6,39,1020.9,0.0,0.0,10.0,0,10,10,161.09,28.41,171.25,36.16,170.26,29.12,171.47,30.96,74.801611,61.955841,83.589099
1740,19.51,34,1021.0,0.0,0.0,10.0,0,10,10,186.01,28.82,170.66,34.98,171.12,29.12,171.47,29.16,61.427491,50.620138,93.225403
1741,22.47,28,1020.7,0.0,0.0,1.0,0,0,1,368.46,30.08,168.96,34.81,169.27,30.78,169.22,26.64,48.720207,39.421065,104.90493
1742,23.75,25,1019.8,0.0,0.0,17.0,0,0,17,598.08,29.02,168.55,31.91,168.94,28.24,168.98,24.48,37.438501,28.992567,121.49556
1743,25.01,22,1019.2,0.0,0.0,88.0,0,0,88,823.25,26.69,169.9,28.88,169.95,26.34,169.77,20.88,29.327231,20.961982,148.96607
1744,27.28,21,1018.6,0.0,0.0,0.0,0,0,0,903.35,21.13,171.18,21.79,172.41,20.36,171.87,18.72,27.28717,18.809954,189.58081
1745,27.89,21,1017.9,0.0,0.0,79.0,0,0,79,914.03,18.36,168.69,19.06,169.11,17.94,169.59,19.44,32.425714,24.09011,225.26021
1746,28.12,21,1017.6,0.0,0.0,100.0,0,100,0,841.94,16.87,168.93,17.58,169.38,16.87,168.93,18.72,42.277366,33.514254,246.91217
1747,27.39,21,1016.9,0.0,0.0,100.0,0,100,0,641.69,15.75,169.46,17.16,170.34,16.1,169.7,16.2,54.340529,44.401846,260.77566
1748,26.75,22,1016.5,0.0,0.0,100.0,0,100,0,427.2,15.23,173.21,16.34,172.41,15.27,171.87,13.68,67.406901,55.709948,271.30829
1749,26.45,23,1016.5,0.0,0.0,100.0,0,100,1,302.6,15.16,175.91,16.95,176.35,15.88,176.1,14.04,80.951273,66.981729,280.51602
1750,13.09,45,1018.8,0.0,0.0,0.9,3,0,0,0.0,28.24,168.98,43.15,167.47,29.72,168.83,27.36,116.12896,93.464247,55.703086
1751,12.35,47,1019.0,0.0,0.0,0.0,0,0,0,0.0,28.88,169.95,43.58,167.11,30.3,170.43,33.84,102.29356,83.613377,65.492644
1752,14.51,42,1018.6,0.0,0.0,7.8,26,0,0,95.23,31.43,170.11,42.29,168.21,32.14,170.33,36.72,88.540872,73.043202,74.524069
1753,16.78,37,1018.5,0.0,0.0,12.9,43,0,0,269.67,31.72,170.86,40.19,170.2,32.43,171.06,31.32,74.862888,61.921645,83.457172
1754,19.17,33,1018.3,0.0,0.0,12.3,41,0,0,440.55,30.9,171.96,36.71,172.11,31.21,172.71,29.88,61.501377,50.586879,93.074532
1755,21.16,30,1018.3,0.0,0.0,30.0,100,22,0,585.62,29.83,171.67,34.21,171.53,29.83,171.67,26.28,48.808977,39.382863,104.72381
1756,22.8,28,1017.5,0.0,0.0,10.0,16,10,0,696.87,27.8,175.54,31.06,175.35,27.8,175.54,24.48,37.544453,28.939009,121.27219
1757,24.33,25,1016.9,0.0,0.0,10.0,20,10,0,800.11,26.3,177.65,28.46,177.83,25.94,177.61,21.6,29.445709,20.876777,148.73459
1758,26.6,20,1017.6,0.0,0.0,30.0,100,30,0,891.78,23.54,173.85,25.33,174.29,23.5,174.73,18.72,27.392946,18.694324,189.5052
1759,27.35,18,1017.5,0.0,0.0,48.0,100,48,0,874.87,20.53,177.99,21.6,179.05,20.52,178.99,17.28,32.493846,23.975738,225.33928
1760,27.72,17,1017.0,0.0,0.0,40.0,100,40,0,820.58,16.22,182.54,16.94,182.44,15.86,182.6,15.12,42.310408,33.410341,247.01856
1761,27.9,17,1016.4,0.0,0.0,30.0,100,26,0,748.49,11.97,186.91,12.37,188.37,11.61,187.13,13.68,54.34894,44.303628,260.87242
1762,27.71,18,1016.1,0.0,0.0,30.0,100,12,0,637.24,9.5,204.62,9.98,205.64,9.5,204.62,7.92,67.397773,55.613125,271.39205
1763,27.3,19,1016.4,0.0,0.0,30.0,100,10,0,494.84,8.71,231.71,9.73,231.01,9.22,231.34,11.16,80.928526,66.88357,280.5884
1764,12.21,55,1020.3,0.0,0.0,5.1,17,0,0,0.0,16.66,173.8,35.63,161.75,19.49,175.76,23.76,116.15492,93.409654,55.599262
1765,12.29,58,1020.6,0.0,0.0,0.0,0,0,0,0.0,18.45,174.4,36.85,165.28,20.96,175.07,24.12,102.33411,83.572682,65.383857
1766,16.66,46,1020.0,0.0,0.0,0.6,2,0,0,95.23,22.03,175.31,32.43,171.06,23.5,174.73,24.84,88.591418,73.009261,74.40841
1767,19.64,38,1020.1,0.0,0.0,0.0,0,0,0,268.78,23.89,173.95,29.38,172.96,24.25,174.04,23.76,74.924144,61.892379,83.330426
1768,21.77,33,1019.9,0.0,0.0,0.0,0,0,0,439.66,24.44,170.68,28.88,169.95,24.8,170.81,24.12,61.574437,50.558592,92.929604
1769,24.02,28,1020.1,0.0,0.0,0.0,0,0,0,606.09,24.22,168.86,27.53,168.69,24.5,169.85,23.76,48.895841,39.349924,104.5495
1770,25.74,24,1019.3,0.0,0.0,10.0,0,10,10,744.93,24.54,165.56,26.72,165.96,24.1,166.17,22.32,37.646973,28.891387,121.05589
1771,26.89,20,1018.8,0.0,0.0,0.0,0,0,0,839.27,23.75,165.96,25.15,166.76,23.31,166.61,18.72,29.558861,20.798386,148.50608
1772,27.75,17,1019.4,0.0,0.0,0.0,0,0,0,918.48,18.23,170.91,19.3,171.42,18.18,172.03,15.84,27.492368,18.585118,189.42216
1773,28.26,16,1018.9,0.0,0.0,0.0,0,0,0,933.61,15.11,167.62,15.82,168.18,15.04,168.96,12.96,32.556284,23.866068,225.40691
1774,28.64,16,1018.7,0.0,0.0,0.0,0,0,0,898.9,13.8,164.88,14.49,165.62,13.36,165.96,11.88,42.338906,33.30991,247.11487
1775,28.61,16,1017.9,0.0,0.0,10.0,0,10,0,810.79,12.86,162.07,13.55,163.01,12.76,163.61,10.8,54.353777,44.208349,260.96077
1776,28.39,16,1017.4,0.0,0.0,10.0,0,10,0,663.05,13.21,162.55,13.9,163.44,13.1,164.05,11.16,67.385838,55.519105,271.46856
1777,27.9,17,1017.5,0.0,0.0,10.0,0,10,0,514.42,13.91,158.75,14.92,160.25,14.12,160.64,14.4,80.903621,66.788326,280.65431
1778,27.03,19,1017.5,0.0,0.0,10.0,0,10,0,350.66,14.51,156.61,15.98,157.48,14.84,157.17,14.76,91.995782,75.67339,287.82412
1779,14.75,43,1021.6,0.0,0.0,0.0,0,0,0,0.0,24.63,164.74,40.54,160.28,26.81,165.22,37.8,116.18288,93.360916,55.499078
1780,14.42,42,1021.6,0.0,0.0,0.0,0,0,0,0.0,25.42,164.39,41.8,159.85,27.0,163.74,38.16,102.37577,83.537183,65.279229
1781,17.01,36,1021.3,0.0,0.0,0.0,0,0,0,87.22,28.2,165.96,39.76,163.7,28.2,165.96,41.4,88.642534,72.980361,74.297411
1782,19.14,31,1021.2,0.0,0.0,100.0,0,100,0,224.28,29.44,168.0,37.72,166.76,29.72,168.83,39.24,74.985293,61.868016,83.208924
1783,21.78,26,1021.2,0.0,0.0,0.0,0,0,0,400.5,30.15,168.29,36.08,167.91,30.43,169.09,36.72,61.646557,50.535226,92.790646
1784,23.91,19,1021.1,0.0,0.0,100.0,0,100,0,593.63,30.04,166.13,34.49,166.11,29.95,166.8,33.48,48.980647,39.322164,104.38197
1785,25.39,16,1020.6,0.0,0.0,0.0,0,0,0,735.14,28.83,164.05,31.8,164.23,28.39,164.55,27.0,37.745827,28.84955,120.84646
1786,26.41,17,1019.5,0.0,0.0,0.0,0,0,0,851.73,24.25,161.83,26.07,162.32,24.14,162.65,21.6,29.66633,20.726516,148.28017
1787,27.48,20,1019.0,0.0,0.0,10.0,0,10,0,899.79,20.18,164.48,21.22,165.26,19.73,165.2,18.36,27.585042,18.481994,189.33215
1788,28.21,19,1018.7,0.0,0.0,10.0,0,10,0,873.98,14.12,160.64,14.46,161.11,14.12,160.64,15.48,32.612783,23.76096,225.46374
1789,28.52,18,1018.3,0.0,0.0,10.0,0,10,0,840.16,9.66,153.43,9.66,153.43,9.34,152.45,12.6,42.362755,33.212943,247.20136
1790,28.51,18,1017.5,0.0,0.0,10.0,0,10,0,763.62,8.09,147.72,8.4,149.04,8.09,147.72,11.16,54.355005,44.116039,261.04081
1791,28.36,18,1017.3,0.0,0.0,10.0,0,10,0,652.37,7.2,143.13,7.49,144.78,6.99,145.49,10.44,67.371104,55.427942,271.53787
1792,28.02,18,1016.8,0.0,0.0,10.0,0,10,0,509.97,7.64,135.0,7.9,136.85,7.39,136.97,9.72,80.87659,66.696071,280.71375
1793,26.74,20,1016.8,0.0,0.0,22.0,0,22,0,264.33,8.71,128.29,9.45,130.36,8.94,130.1,10.44,91.730761,75.400676,287.72748
1794,13.9,48,1020.4,0.0,0.0,0.0,0,0,0,0.0,22.67,169.94,41.91,166.08,24.5,169.85,37.8,116.21285,93.318046,55.402543
1795,12.79,49,1020.4,0.0,0.0,0.0,0,0,0,0.0,21.43,172.28,39.73,165.84,23.22,172.87,36.72,102.41847,83.506789,65.178799
1796,16.34,39,1019.7,0.0,0.0,0.0,0,0,0,88.11,23.18,173.76,34.81,169.27,24.25,174.04,34.2,88.694164,72.956448,74.191147
1797,19.63,25,1019.5,0.0,0.0,0.0,0,0,0,263.44,24.65,173.29,30.5,172.54,24.61,174.12,32.76,75.046275,61.848506,83.092788
1798,21.84,20,1019.0,0.0,0.0,0.0,0,0,0,443.22,24.86,169.99,28.53,169.82,24.86,169.99,26.28,61.717685,50.516736,92.657869
1799,23.66,18,1018.7,0.0,0.0,0.0,0,0,0,610.54,24.19,165.34,26.81,165.22,24.1,166.17,25.2,49.063368,39.29956,104.22161
1800,25.18,18,1017.8,0.0,0.0,0.0,0,0,0,751.16,22.55,160.41,24.14,159.94,22.09,160.97,22.68,37.841078,28.813551,120.64468
1801,26.17,19,1017.3,0.0,0.0,0.0,0,0,0,855.29,21.46,157.31,22.6,157.52,21.19,159.1,20.16,29.768355,20.661446,148.05808
1802,27.64,18,1016.5,0.0,0.0,10.0,27,10,0,894.45,11.18,146.82,11.49,147.8,11.3,149.35,12.6,27.671301,18.385395,189.23498
1803,28.14,17,1015.7,0.0,0.0,10.0,15,10,0,865.97,8.91,136.64,9.16,135.0,8.91,136.64,11.88,32.663549,23.660653,225.50891
1804,28.5,17,1015.5,0.0,0.0,10.0,4,10,0,806.34,8.22,118.81,8.37,115.46,7.9,114.23,10.08,42.382053,33.119551,247.27761
1805,28.54,17,1014.9,0.0,0.0,10.0,0,10,0,763.62,7.52,106.7,7.86,105.95,7.42,104.04,9.72,54.35269,44.026768,261.11234
1806,28.3,17,1013.9,0.0,0.0,10.0,0,10,0,657.71,7.56,90.0,7.92,90.0,7.56,90.0,9.0,67.353628,55.339693,271.59988
1807,27.88,18,1014.1,0.0,0.0,18.0,2,18,0,465.47,8.56,75.38,9.26,76.5,8.91,75.96,7.56,80.847494,66.606854,280.7667
1808,27.1,19,1014.2,0.0,0.0,10.0,2,10,0,338.2,10.16,67.07,11.17,69.23,10.83,68.55,8.28,91.694501,75.310372,287.77415
1809,13.7,60,1016.7,0.0,0.0,0.0,0,0,0,0.0,17.58,169.38,35.36,157.87,19.92,173.77,30.96,116.1272,93.199975,55.396298
1810,13.86,59,1016.3,0.0,0.0,60.0,0,60,0,0.0,18.45,174.4,36.59,164.6,20.24,174.9,34.92,102.46215,83.481463,65.082632
1811,17.53,48,1015.7,0.0,0.0,34.0,0,34,0,95.23,21.08,172.15,31.49,169.46,21.39,173.23,27.72,88.746241,72.937477,74.089696
1812,20.0,42,1015.5,0.0,0.0,2.0,0,2,0,269.67,22.25,170.69,28.17,169.7,23.02,170.1,21.96,75.107018,61.833799,82.98212
1813,22.29,37,1014.8,0.0,0.0,12.0,0,12,0,441.44,21.48,166.43,24.72,167.38,21.75,167.57,18.36,61.787744,50.50307,92.531412
1814,24.24,33,1014.9,0.0,0.0,22.0,0,22,0,598.08,21.13,166.2,23.58,167.66,21.4,167.37,16.56,49.143931,39.282061,104.06864
1815,26.04,28,1014.0,0.2,0.0,16.0,0,16,0,731.58,18.13,173.16,20.28,173.88,18.84,173.42,15.12,37.932676,28.783358,120.45097
1816,24.97,28,1013.2,0.5,0.0,70.0,0,70,70,625.67,10.8,180.0,12.62,183.27,12.25,181.68,11.52,29.864948,20.60323,147.84045
1817,25.85,25,1013.0,0.4,0.0,100.0,0,100,80,319.51,11.62,253.81,12.52,251.57,11.5,249.86,12.24,27.7512,18.295459,189.13075
1818,25.08,28,1012.8,0.8,0.0,100.0,1,100,81,469.03,14.47,264.29,15.68,260.75,14.21,261.25,15.12,32.708619,23.565244,225.54218
1819,21.57,43,1013.8,0.5,0.0,100.0,100,100,85,263.44,21.25,243.87,29.32,245.32,23.83,243.05,20.88,42.396831,33.029799,247.34345
1820,21.89,44,1012.7,0.3,0.0,100.0,100,100,6,114.81,5.51,258.69,6.84,270.0,2.9,240.26,8.64,54.346868,43.940598,261.17528
1821,22.3,40,1012.6,0.2,0.0,100.0,100,100,53,171.77,18.92,291.19,24.03,286.53,19.01,288.78,21.24,67.333457,55.254418,271.65456
1822,22.67,40,1012.4,0.0,0.0,100.0,100,100,0,218.05,18.88,304.9,23.57,304.42,19.38,305.17,23.4,80.81639,66.520735,280.81315
1823,13.75,81,1012.0,0.5,0.0,100.0,11,100,100,0.0,12.32,186.71,18.25,202.01,13.76,186.01,16.56,115.33216,92.591883,55.910615
1824,13.6,82,1012.2,0.0,0.0,100.0,2,100,100,0.0,10.82,183.81,8.94,229.9,13.68,180.0,18.0,102.50679,83.46126,64.990839
1825,16.5,66,1011.0,0.0,0.0,100.0,0,100,0,76.54,9.89,190.49,9.93,226.47,10.18,188.13,20.52,88.798686,72.923437,73.993144
1826,19.21,53,1010.9,0.0,0.0,100.0,0,100,2,185.12,11.18,213.18,11.38,214.7,10.95,207.41,18.36,75.16742,61.823856,82.876974
1827,18.97,60,1011.2,0.0,0.0,100.0,0,100,33,294.59,18.09,174.29,20.35,166.7,19.3,165.96,26.28,61.856606,50.494161,92.411278
1828,17.9,67,1011.7,1.2,0.0,100.0,0,100,100,273.23,23.4,180.88,27.36,180.0,24.12,180.0,28.08,49.222162,39.269561,103.92295
1829,18.77,56,1011.2,1.4,0.0,100.0,0,100,100,286.58,25.28,197.4,29.5,199.98,25.84,198.69,29.88,38.020355,28.758782,120.26496
1830,19.75,49,1011.0,1.1,0.0,100.0,0,100,65,259.88,24.46,212.99,29.35,213.5,25.26,212.78,30.96,29.955694,20.551491,147.62675
1831,21.39,39,1010.3,0.3,0.0,64.0,0,64,64,429.87,17.73,240.83,20.01,239.74,18.09,238.84,24.84,27.824285,18.211762,189.02013
1832,23.8,33,1009.6,0.1,0.0,10.0,0,10,10,540.23,17.71,232.43,19.45,231.01,17.88,229.9,23.76,32.747725,23.47457,225.56439
1833,22.17,37,1009.8,0.0,0.0,85.0,0,71,85,473.48,19.09,225.76,21.38,225.0,19.35,223.49,26.28,42.40698,32.943673,247.39927
1834,21.37,42,1009.6,0.0,0.0,66.0,11,66,66,250.98,20.75,218.66,24.29,219.59,21.31,217.45,23.04,54.337515,43.857569,261.2298
1835,20.68,47,1009.8,0.3,0.0,74.0,2,74,74,194.91,21.18,215.31,25.36,214.59,21.87,212.91,24.84,67.310613,55.172189,271.70198
1836,20.15,49,1010.2,0.6,0.0,100.0,0,100,88,163.76,22.67,223.07,29.02,225.0,23.95,222.56,26.28,80.783329,66.437807,280.85311
1837,15.04,78,1010.6,0.0,0.0,55.0,0,55,1,87.22,15.12,181.36,19.45,182.12,16.56,181.25,21.6,88.851424,72.914265,73.901571
1838,15.84,71,1010.7,0.3,0.0,71.0,71,71,71,200.25,15.38,200.56,19.52,202.78,16.18,200.85,20.52,75.227405,61.818614,82.777461
1839,17.79,57,1010.5,1.3,0.0,0.0,0,0,0,336.42,16.75,208.22,19.02,209.48,17.41,209.74,26.28,61.924196,50.489947,92.297639
1840,17.5,55,1010.7,0.1,0.0,57.0,0,57,57,461.02,15.94,198.43,18.45,197.02,16.62,197.65,25.2,49.298007,39.262008,103.78484
1841,17.34,54,1010.1,0.0,0.0,69.0,0,69,68,175.33,12.77,201.5,15.94,205.41,13.85,204.57,24.84,38.104123,28.739821,120.08728
1842,17.21,53,1010.1,0.4,0.0,100.0,4,100,67,231.4,13.4,210.7,17.17,213.02,15.38,212.57,21.6,30.04072,20.506385,147.41791
1843,12.73,85,1013.1,0.2,0.0,100.0,100,100,100,69.42,9.39,237.53,12.89,234.09,10.19,237.99,12.6,27.890748,18.134576,188.90309
1844,14.77,77,1012.1,0.6,0.0,100.0,100,100,30,155.75,11.3,157.52,12.64,160.02,11.17,159.23,18.0,32.78099,23.388795,225.57511
1845,15.84,65,1011.5,0.3,0.0,100.0,100,100,78,339.09,17.73,192.91,20.52,195.26,17.81,194.04,20.88,42.412578,32.86127,247.44483
1846,15.71,66,1011.3,0.3,0.0,100.0,67,100,60,261.66,19.69,210.78,22.78,211.43,19.69,210.78,21.24,54.324698,43.777758,261.27578
1847,15.89,63,1011.2,0.4,0.0,64.0,0,64,63,239.41,15.63,255.32,17.11,255.38,15.63,255.32,16.2,67.285165,55.093075,271.74211
1848,15.32,66,1011.5,0.5,0.0,80.0,0,80,57,189.57,10.0,300.26,8.89,301.76,8.59,303.02,11.52,80.748385,66.358134,280.8866
1849,15.54,63,1010.9,0.6,0.0,52.0,2,52,52,163.76,6.15,290.56,5.15,282.09,4.55,288.43,12.6,92.145449,75.502976,288.24601
1850,8.81,91,1011.0,0.0,0.0,100.0,0,0,100,0.0,4.1,105.26,11.37,79.05,5.19,123.69,10.08,116.2343,93.123826,55.140981
1851,9.26,91,1010.9,0.0,0.0,100.0,0,0,100,0.0,3.76,106.7,6.92,81.03,4.51,118.61,8.28,102.5986,83.435922,64.820612
1852,10.72,90,1010.6,0.0,0.0,100.0,0,0,100,53.4,5.77,93.58,6.12,90.0,6.52,96.34,10.44,88.904372,72.909889,73.815052
1853,11.65,86,1010.6,0.0,0.0,100.0,0,0,100,134.39,9.37,92.2,10.18,98.13,9.42,96.58,14.4,75.286887,61.818001,82.683685
1854,13.62,73,1010.1,0.0,0.0,10.0,0,0,10,256.32,11.21,95.53,12.78,99.73,11.97,96.91,17.64,61.990433,50.490355,92.190648
1855,16.33,54,1009.6,0.0,0.0,59.0,35,0,59,567.82,9.39,184.4,11.57,185.36,10.46,183.95,18.0,49.3714,39.259336,103.65458
1856,17.14,47,1009.1,0.0,0.0,6.9,23,0,2,716.45,22.7,207.38,26.58,208.3,24.48,208.07,25.92,38.183961,28.726445,119.91842
1857,17.76,44,1008.8,0.0,0.0,0.0,0,0,0,843.72,26.65,218.42,29.13,219.99,26.32,220.01,27.72,30.120113,20.468007,147.21484
1858,17.24,47,1010.4,0.0,0.0,100.0,0,0,100,547.35,13.98,235.49,16.56,227.64,15.82,228.69,17.28,27.950758,18.064154,188.77987
1859,16.96,50,1010.4,0.0,0.0,100.0,0,0,100,557.14,16.12,246.3,16.92,240.71,16.43,241.19,18.72,32.808547,23.308094,225.57391
1860,18.61,41,1009.7,0.0,0.0,79.0,0,0,79,738.7,14.58,237.09,15.19,233.67,14.19,234.29,22.68,42.413713,32.782694,247.47991
1861,18.1,42,1009.2,0.0,0.0,100.0,0,0,100,623.89,14.39,238.3,15.99,234.16,14.98,234.78,20.16,54.308492,43.701249,261.31316
1862,17.42,45,1009.2,0.0,0.0,100.0,0,0,100,404.95,14.01,244.09,15.32,240.42,14.51,240.26,16.2,67.25719,55.017151,271.77492
1863,17.32,46,1009.3,0.0,0.0,100.0,1,0,100,305.27,11.92,241.11,13.78,236.73,12.78,237.65,13.68,80.711641,66.281786,280.91363
1864,16.48,49,1009.6,0.0,0.0,100.0,0,0,100,192.24,12.57,246.37,14.65,242.18,13.85,242.1,15.12,91.648609,75.072027,287.97387
1865,8.94,81,1010.9,0.0,0.0,100.0,100,100,0,0.0,4.2,30.96,6.99,11.89,5.5,31.61,7.2,116.2736,93.110056,55.063871
1866,8.69,83,1010.8,0.0,0.0,100.0,100,100,0,0.0,4.55,71.57,6.88,42.88,5.82,68.2,8.64,102.64564,83.43074,64.742356
1867,9.59,79,1010.5,0.0,0.0,100.0,100,100,0,43.61,5.09,81.87,6.12,90.0,5.41,86.19,7.56,88.957435,72.910278,73.733679
1868,10.98,72,1010.5,0.0,0.0,100.0,100,100,0,116.59,3.89,123.69,5.0,120.26,4.51,118.61,10.08,75.345752,61.821958,82.595703
1869,12.31,64,1010.2,0.0,0.0,100.0,100,100,80,146.85,6.16,173.29,6.92,171.03,6.21,169.99,10.8,62.055179,50.495302,92.090309
1870,13.62,54,1010.3,0.0,0.0,100.0,100,100,6,188.68,13.36,184.64,15.63,187.94,14.15,187.31,15.48,49.442164,39.261426,103.53206
1871,15.41,48,1009.7,0.0,0.0,100.0,0,100,0,388.04,16.81,189.87,17.58,190.62,16.45,190.08,17.28,38.259612,28.718454,119.75804
1872,15.04,46,1009.4,0.0,0.0,100.0,0,100,10,354.22,17.77,186.98,19.25,187.52,17.41,187.13,23.76,30.193473,20.435975,147.01697
1873,15.4,43,1010.5,0.0,0.0,100.0,0,100,100,756.5,4.58,225.0,5.12,219.29,4.61,218.66,11.88,28.003867,18.000046,188.65116
1874,15.11,46,1010.5,0.0,0.0,100.0,0,100,100,376.47,9.75,274.24,9.0,270.0,9.0,270.0,18.0,32.83013,23.232297,225.56182
1875,14.66,52,1011.0,0.0,0.0,72.0,0,62,72,369.35,11.44,294.15,9.36,292.62,9.03,293.5,12.96,42.410292,32.707941,247.50497
1876,14.56,51,1011.0,0.0,0.0,35.0,0,35,35,283.91,8.56,284.62,7.64,278.13,6.92,278.97,12.6,54.288896,43.628097,261.34211
1877,14.58,49,1011.2,0.0,0.0,10.0,9,10,10,268.78,9.26,283.5,8.71,277.13,7.99,277.77,12.96,67.226731,54.944502,271.80049
1878,15.47,44,1011.1,0.0,0.0,8.0,21,8,0,363.12,8.64,270.0,9.37,267.8,8.65,267.61,11.16,80.673166,66.208866,280.93424
1879,15.13,42,1010.9,0.0,0.0,31.0,19,31,10,383.59,9.01,267.71,9.75,265.76,9.03,265.43,10.8,92.402675,75.620055,288.50689
1880,7.46,79,1013.2,0.0,0.0,100.0,0,100,100,0.0,1.14,161.57,3.24,360.0,1.61,153.43,2.16,116.31451,93.10191,54.990844
